,Content ID,Type_x,Date,Sentiment,Score,Type_y,Category,URL,months
1134,c01fa154-5348-4040-9d20-0bbf01f6349b,interested,2020-11-05,positive,30,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-11
1135,c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2021-05-27,positive,60,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-05
1136,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2020-11-24,negative,0,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-11
1137,c01fa154-5348-4040-9d20-0bbf01f6349b,interested,2021-01-22,positive,30,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-01
1138,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2021-03-08,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-03
1139,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2021-04-22,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-04
1140,c01fa154-5348-4040-9d20-0bbf01f6349b,dislike,2020-10-23,negative,10,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-10
1141,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-01-22,negative,0,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-01
1142,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2020-08-22,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-08
1143,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-03-28,negative,0,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-03
1144,c01fa154-5348-4040-9d20-0bbf01f6349b,super love,2021-03-21,positive,75,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-03
1145,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,2020-10-18,positive,70,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-10
1146,c01fa154-5348-4040-9d20-0bbf01f6349b,adore,2020-12-01,positive,72,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1147,c01fa154-5348-4040-9d20-0bbf01f6349b,love,2021-05-31,positive,65,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-05
1148,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2021-06-01,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-06
1149,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2020-12-21,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1150,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2021-01-21,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-01
1151,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2021-04-20,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-04
1152,c01fa154-5348-4040-9d20-0bbf01f6349b,peeking,2021-03-05,neutral,35,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-03
1153,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2020-12-01,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1154,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,2020-12-11,positive,70,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1155,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2021-04-12,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-04
1156,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2020-12-14,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1157,c01fa154-5348-4040-9d20-0bbf01f6349b,cherish,2020-06-26,positive,70,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-06
1158,c01fa154-5348-4040-9d20-0bbf01f6349b,peeking,2021-04-12,neutral,35,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-04
1159,c01fa154-5348-4040-9d20-0bbf01f6349b,intrigued,2020-10-12,positive,45,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-10
1160,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2020-07-10,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-07
1161,c01fa154-5348-4040-9d20-0bbf01f6349b,dislike,2021-05-14,negative,10,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-05
1162,c01fa154-5348-4040-9d20-0bbf01f6349b,dislike,2021-03-17,negative,10,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-03
1163,c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2020-06-29,positive,60,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-06
1164,c01fa154-5348-4040-9d20-0bbf01f6349b,interested,2021-04-25,positive,30,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-04
1165,c01fa154-5348-4040-9d20-0bbf01f6349b,worried,2020-08-30,negative,12,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-08
1166,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,2020-08-13,negative,5,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-08
1167,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,2021-05-20,negative,15,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-05
1168,c01fa154-5348-4040-9d20-0bbf01f6349b,like,2020-07-07,positive,50,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-07
1169,c01fa154-5348-4040-9d20-0bbf01f6349b,super love,2020-12-11,positive,75,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-12
1170,c01fa154-5348-4040-9d20-0bbf01f6349b,indifferent,2020-08-24,neutral,20,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2020-08
1171,c01fa154-5348-4040-9d20-0bbf01f6349b,indifferent,2021-06-06,neutral,20,GIF,tennis,https://socialbuzz.cdn.com/content/storage/c01fa154-5348-4040-9d20-0bbf01f6349b,2021-06
1172,2d949603-6676-4402-900b-2c2c78315ea0,heart,2020-09-23,positive,60,audio,culture,,2020-09
1173,2d949603-6676-4402-900b-2c2c78315ea0,indifferent,2021-02-14,neutral,20,audio,culture,,2021-02
1174,2d949603-6676-4402-900b-2c2c78315ea0,dislike,2020-11-15,negative,10,audio,culture,,2020-11
1175,2d949603-6676-4402-900b-2c2c78315ea0,like,2020-07-08,positive,50,audio,culture,,2020-07
1176,2d949603-6676-4402-900b-2c2c78315ea0,hate,2020-09-23,negative,5,audio,culture,,2020-09
1177,50c9237a-541c-4f10-a2be-7cbe076b2012,love,2021-04-02,positive,65,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-04
1178,50c9237a-541c-4f10-a2be-7cbe076b2012,worried,2020-07-11,negative,12,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07
1179,50c9237a-541c-4f10-a2be-7cbe076b2012,intrigued,2020-07-24,positive,45,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07
1180,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,2020-12-11,neutral,35,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-12
1181,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-09-03,negative,0,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-09
1182,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,2021-05-03,negative,5,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-05
1183,50c9237a-541c-4f10-a2be-7cbe076b2012,indifferent,2020-09-25,neutral,20,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-09
1184,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,2021-06-10,negative,5,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-06
1185,50c9237a-541c-4f10-a2be-7cbe076b2012,love,2020-10-28,positive,65,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-10
1186,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-11-10,negative,0,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-11
1187,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2021-05-18,positive,60,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-05
1188,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-25,negative,0,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-01
1189,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,2020-12-03,negative,10,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-12
1190,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,2021-04-08,negative,10,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-04
1191,50c9237a-541c-4f10-a2be-7cbe076b2012,want,2021-04-09,positive,70,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-04
1192,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,2021-01-10,neutral,35,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-01
1193,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,2020-07-12,positive,70,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07
1194,50c9237a-541c-4f10-a2be-7cbe076b2012,like,2020-10-28,positive,50,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-10
1195,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,2020-09-13,neutral,35,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-09
1196,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,2020-09-08,neutral,35,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-09
1197,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,2021-02-01,positive,70,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-02
1198,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,2021-03-28,negative,15,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-03
1199,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2020-08-07,positive,60,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-08
1200,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,2020-07-10,negative,15,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07
1201,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,2021-04-20,negative,10,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-04
1202,50c9237a-541c-4f10-a2be-7cbe076b2012,love,2020-10-06,positive,65,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-10
1203,50c9237a-541c-4f10-a2be-7cbe076b2012,interested,2020-12-11,positive,30,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-12
1204,50c9237a-541c-4f10-a2be-7cbe076b2012,want,2020-09-10,positive,70,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-09
1205,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-06-26,negative,0,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-06
1206,50c9237a-541c-4f10-a2be-7cbe076b2012,adore,2020-10-13,positive,72,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-10
1207,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,2020-08-03,neutral,35,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-08
1208,50c9237a-541c-4f10-a2be-7cbe076b2012,like,2021-01-09,positive,50,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-01
1209,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2020-07-12,positive,60,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07
1210,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,2021-04-02,negative,5,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-04
1211,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-20,negative,0,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-01
1212,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,2021-03-29,negative,15,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2021-03
1213,50c9237a-541c-4f10-a2be-7cbe076b2012,want,2020-10-25,positive,70,GIF,travel,https://socialbuzz.cdn.com/content/storage/50c9237a-541c-4f10-a2be-7cbe076b2012,2020-10
1214,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,heart,2020-08-23,positive,60,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08
1215,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-07-27,negative,12,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-07
1216,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,scared,2021-05-01,negative,15,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-05
1217,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,2020-09-03,positive,75,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-09
1218,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2021-05-28,neutral,20,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-05
1219,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2021-05-19,neutral,20,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-05
1220,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,2020-11-18,positive,65,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-11
1221,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,hate,2021-01-11,negative,5,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-01
1222,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,2020-09-05,positive,30,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-09
1223,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,2021-04-30,positive,30,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-04
1224,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,2020-12-20,positive,70,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-12
1225,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,adore,2020-10-09,positive,72,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-10
1226,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,dislike,2020-08-02,negative,10,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08
1227,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2021-03-02,negative,12,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-03
1228,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2020-08-02,positive,45,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08
1229,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-10-24,negative,0,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-10
1230,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,2021-03-19,positive,65,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-03
1231,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,2021-02-19,positive,65,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-02
1232,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-08-07,negative,0,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08
1233,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,2020-07-20,positive,50,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-07
1234,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,2020-11-23,positive,30,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-11
1235,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,2020-10-26,positive,75,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-10
1236,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,want,2021-03-11,positive,70,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-03
1237,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,2021-04-14,neutral,35,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-04
1238,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,2021-03-07,neutral,35,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-03
1239,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2020-08-05,neutral,20,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08
1240,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-09-20,negative,12,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-09
1241,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,2021-04-16,positive,50,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-04
1242,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,2021-06-13,positive,70,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-06
1243,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16,negative,0,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-01
1244,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,2020-10-13,positive,30,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-10
1245,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,2021-03-04,positive,65,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-03
1246,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2021-02-03,positive,45,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2021-02
1247,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-10-11,negative,12,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-10
1248,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21,negative,0,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-09
1249,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,2020-08-16,neutral,35,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-08
1250,e442899c-d2d6-4392-be2d-a0b916ae47fb,intrigued,2021-03-12,positive,45,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-03
1251,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,2020-11-12,positive,75,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-11
1252,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-02-04,negative,0,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-02
1253,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,2021-01-27,positive,50,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-01
1254,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,2021-03-07,positive,50,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-03
1255,e442899c-d2d6-4392-be2d-a0b916ae47fb,cherish,2020-12-09,positive,70,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-12
1256,e442899c-d2d6-4392-be2d-a0b916ae47fb,heart,2020-08-24,positive,60,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-08
1257,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,2021-01-31,negative,12,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-01
1258,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,2020-08-18,positive,70,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-08
1259,e442899c-d2d6-4392-be2d-a0b916ae47fb,scared,2020-12-26,negative,15,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-12
1260,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26,negative,0,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-05
1261,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,2020-08-25,positive,70,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-08
1262,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,2020-10-24,neutral,35,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-10
1263,e442899c-d2d6-4392-be2d-a0b916ae47fb,adore,2021-05-26,positive,72,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-05
1264,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,2021-03-17,positive,70,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-03
1265,e442899c-d2d6-4392-be2d-a0b916ae47fb,hate,2020-11-23,negative,5,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-11
1266,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,2021-06-11,negative,12,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2021-06
1267,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,2020-12-17,positive,75,video,technology,https://socialbuzz.cdn.com/content/storage/e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-12
1268,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,interested,2021-01-17,positive,30,video,science,https://socialbuzz.cdn.com/content/storage/daab7b1a-fc8d-473e-bbf3-b29f4185ae56,2021-01
1269,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,want,2020-12-16,positive,70,video,science,https://socialbuzz.cdn.com/content/storage/daab7b1a-fc8d-473e-bbf3-b29f4185ae56,2020-12
